hash,msg,parents,is_merge,files
67f7873ab2221311d440589e0137075b162a25d0,"Moved resource paths, filenames, urls to separate file",['90c36bc91ab7ee77f99aebb61a2da1ffcd0c2f20'],False,"['__init__.py', 'client.py', 'resources.py', 'server.py', 'server.py', 'widget.py', 'workflow.py']"
f5e7d596e479b0d9175d1a31138e56139dd2adc4,Added setting for random seed (for debug purpose),['67f7873ab2221311d440589e0137075b162a25d0'],False,"['comfyworkflow.py', 'server.py', 'settings.py', 'settings.py', 'workflow.py']"
6573babf6b341431a37679d340820f5ebabf7db5,"Switch to high quality upscaler for ratio >150% also in generate & refine workflows
potential solution for #8",['f5e7d596e479b0d9175d1a31138e56139dd2adc4'],False,"['workflow.py', 'test_workflow.py']"
9ab9edcdc29a54bbdfaa2782ee54d70011a4ebdb,Update python embed version to 3.10.11,['6573babf6b341431a37679d340820f5ebabf7db5'],False,['server.py']
5df98928dea49804da7c01f3c51951c5d4ba31d6,"Fixed #11
'QNetworkReply' has no attribute 'HttpStatusCodeAttribute'",['9ab9edcdc29a54bbdfaa2782ee54d70011a4ebdb'],False,['network.py']
b286249c16a63036e569270fb1dffd9230285a7c,Add new style and delete style buttons,['5df98928dea49804da7c01f3c51951c5d4ba31d6'],False,"['style.py', 'settings.py']"
6adba374f85a8ad2c3907370600f734cf072da68,Create new styles with indexed filenames,['b286249c16a63036e569270fb1dffd9230285a7c'],False,"['style.py', 'settings.py']"
b0ca44e61be3cbf5cb9f16608c95d379beecf49f,Minor tweaks for style create/delete,['6adba374f85a8ad2c3907370600f734cf072da68'],False,"['style.py', 'settings.py']"
03d336acd78298fccb5eac5e126d0fa12d21d5eb,Selection grow and feather are now configurable,['b0ca44e61be3cbf5cb9f16608c95d379beecf49f'],False,"['document.py', 'settings.py', 'model.py', 'settings.py']"
514471ff102eb09095d244ff76c59e10243796cd,Readme tweaks,['03d336acd78298fccb5eac5e126d0fa12d21d5eb'],False,"['README.md', '__init__.py']"
a76ddf16ab4882a1e27ad1f579162285e49bdd77,"Support group layers as control image #10
* list nested layers
* list layers in the order of the layer stack",['514471ff102eb09095d244ff76c59e10243796cd'],False,"['document.py', 'widget.py']"
2e1a5fd3ce6e8b825c434c76ec73ffbce7f56b94,Added actions to cancel queued jobs,['a76ddf16ab4882a1e27ad1f579162285e49bdd77'],False,"['ai_diffusion.action', 'client.py', 'extension.py', 'actions.py', 'connection.py', 'model.py', 'widget.py']"
ec3c7c0fd904c9feb1f33fdb747f07ffb974919b,Docker image for runpod.io,['2e1a5fd3ce6e8b825c434c76ec73ffbce7f56b94'],False,"['.gitignore', 'Dockerfile', 'extra_model_paths.yaml', '502.html', 'README.md', 'nginx.conf', 'pre_start.sh', 'start.sh']"
556ed4b61a1dcbbb9105052abde5a085fa30bc9e,"Docker: use venv, extra_model_paths, various fixes",['ec3c7c0fd904c9feb1f33fdb747f07ffb974919b'],False,"['README.md', 'docker.py', 'Dockerfile', 'extra_model_paths.yaml', 'README.md', 'pre_start.sh']"
3154aef000da31a76940073e4880cb3a946f24ab,Keep unix line endings for docker context,['556ed4b61a1dcbbb9105052abde5a085fa30bc9e'],False,"['.gitattributes', 'Dockerfile', 'README.md']"
ab33a783e4bce902f0a794ae03b8b6ff708470b5,"Refresh & open folder for checkpoints and lora
* support reloading checkpoint/lora lists to look for new files
* added some url parsing tests",['3154aef000da31a76940073e4880cb3a946f24ab'],False,"['client.py', 'server.py', 'connection.py', 'settings.py', 'test_client.py']"
ec23b9219f85329ca59a5892c4ceec8023405486,Guide for gpu rental (runpod/vast.ai),['ab33a783e4bce902f0a794ae03b8b6ff708470b5'],False,"['cloud-gpu.md', 'cloud-gpu-custom-checkpoint.png', 'runpod-1.png', 'runpod-2.png', 'runpod-3.png', 'runpod-4.png', 'runpod-5.png', 'runpod-6.png', 'vast-1.png', 'vast-2.png', 'vast-3.png', 'vast-4.png', 'README.md']"
026935134fd6f31b8991e3c0d2a547b11b698579,Merge branch 'docker',"['2e1a5fd3ce6e8b825c434c76ec73ffbce7f56b94', 'ec23b9219f85329ca59a5892c4ceec8023405486']",True,[]
4d54968ed7a0906e774d3292805bb74698deb508,Added gpu cloud guide to readme,['026935134fd6f31b8991e3c0d2a547b11b698579'],False,"['README.md', '__init__.py']"
0480624e3c115ba8b5fbfea811558b2084fc484f,"Added DirectML as backend option
- currently doesn't work with IP-adapter because it has cuda hardcoded",['4d54968ed7a0906e774d3292805bb74698deb508'],False,"['server.py', 'settings.py', 'server.py', 'util.py']"
97fde846af68cc023653a834e37848653d9eaabb,"Switch to IPAdapter_plus extension
* Supports CPU & DirectML, fix #16",['0480624e3c115ba8b5fbfea811558b2084fc484f'],False,"['README.md', 'client.py', 'comfyworkflow.py', 'resources.py', 'workflow.py', 'Dockerfile']"
37017540d247413181e3b2e5443804e46150e99a,Merge branch 'directml',"['4d54968ed7a0906e774d3292805bb74698deb508', '97fde846af68cc023653a834e37848653d9eaabb']",True,[]
fef8edf71e44ee03d0866516f27ee4afffa0e9ae,"Improved handling of sporadic websocket disconnect
* Fixed error message when websocket is closed by server
* Use websockets built-in reconnect behavior
* Fixed reconnect not working after losing connection",['37017540d247413181e3b2e5443804e46150e99a'],False,"['client.py', 'connection.py', 'model.py', 'test_client.py']"
1ab0f618543d015eaae49d9c69872ad5deffc25d,Don't use inpaint workflows if selection covers entire document,['fef8edf71e44ee03d0866516f27ee4afffa0e9ae'],False,['document.py']
6c86550931465c90dd7824c0f8ff2e8fe26e08b0,"Alternative names for some SDXL controlnet files
From here: https://huggingface.co/lllyasviel/sd_control_collection/tree/main",['1ab0f618543d015eaae49d9c69872ad5deffc25d'],False,['resources.py']
3b9c4a65d219054eeef6efeab227287007ed052d,Update vast.ai template link for 1.2.0,['6c86550931465c90dd7824c0f8ff2e8fe26e08b0'],False,['cloud-gpu.md']
cf17a911d17ac8c6dda43291e1f795b5ffbbba70,Update hardware support in readme,['3b9c4a65d219054eeef6efeab227287007ed052d'],False,['README.md']
13c5e9ebdd72636b4de2fff585c8af10945c9d66,Log python version,['cf17a911d17ac8c6dda43291e1f795b5ffbbba70'],False,"['server.py', 'test_server.py']"
94dc23ea4fe6db2e7cc884ce9f4fefdcff99b9a3,Try to fix xformers install issue #17,['13c5e9ebdd72636b4de2fff585c8af10945c9d66'],False,['server.py']
4cadd46e8937f8e6664e40a92ba84d0b11d3b8e9,Fixed tests,['94dc23ea4fe6db2e7cc884ce9f4fefdcff99b9a3'],False,"['__init__.py', 'test_server.py', 'test_workflow.py']"
358959fdff184692869b45b956ae76bfc83f6c0c,Readme tweaks,['4cadd46e8937f8e6664e40a92ba84d0b11d3b8e9'],False,['README.md']
442234a7e0ca03df568d4afecc58eefb71ecd7b7,Make clip-vision/ip-adapter an explicit control mode,['358959fdff184692869b45b956ae76bfc83f6c0c'],False,"['resources.py', 'workflow.py', 'cat.png', 'test_workflow.py']"
960344ca9443f3906cd98813fe5c1f670541b2b3,"Added image reference as new control mode
uses clip-vision/ip-adapter to influence images

Fixed history not being restored when switching image tabs",['442234a7e0ca03df568d4afecc58eefb71ecd7b7'],False,"['document.py', 'control-image-dark.svg', 'control-image-light.svg', 'model.py', 'widget.py', 'workflow.py', 'flowers.png', 'flowers_mask.png', 'pegonia.png', 'test_workflow.py']"
8e12f2be4d2dffd6465ed7a272c38368261f6d9e,"Support multiple reference images
* instead of chaining ip adapters, batch images together
* can't control strength individually though",['960344ca9443f3906cd98813fe5c1f670541b2b3'],False,"['comfyworkflow.py', 'workflow.py', 'test_workflow.py']"
454f2e4a55b315e1a2dca38167b864fb5f4e069f,"Disable control strength for 2nd+ image
to indicate that it has no effect
+ use different icon for image control mode",['8e12f2be4d2dffd6465ed7a272c38368261f6d9e'],False,"['control-image-dark.svg', 'control-image-light.svg', 'model.py', 'widget.py', 'workflow.py']"
9c084660e69e968050a6e2afe741c7764a06c1c0,Fix platform check #13,['454f2e4a55b315e1a2dca38167b864fb5f4e069f'],False,['util.py']
f1fc7e4403f161e1a10be28c04e4a602f228f160,"Adapt installation to torch 2.1.0 release #21
* use cuda 12.1 version
* xformers no longer compatible",['9c084660e69e968050a6e2afe741c7764a06c1c0'],False,['server.py']
864f27a0f34b1f15776c88b1fca7b85319d4278c,"Remember installed server version, more logging",['f1fc7e4403f161e1a10be28c04e4a602f228f160'],False,"['extension.py', 'server.py']"
9a416ed307eaeff2b5c66e26ecb9053f93cbeb6b,"Increased value range for lora strength
some lora use it as a more/less of something slider",['864f27a0f34b1f15776c88b1fca7b85319d4278c'],False,['settings.py']
38a29542bed992ab0f4a91ad6525523ab68bd394,"Update dockerfile (cuda 12.1, no xformer)
also removed deprecated ip-adapter custom node",['9a416ed307eaeff2b5c66e26ecb9053f93cbeb6b'],False,['Dockerfile']
84cb4be3b1cc3b99256a9953a2c041a2a6cd91c2,"Allow connection comfy behind ngrok endpoint #22
requires special header to skip warning page",['38a29542bed992ab0f4a91ad6525523ab68bd394'],False,['network.py']
6d58e4a8640d25a71595163d3b058968f2992f81,"Updated readme, bump version",['84cb4be3b1cc3b99256a9953a2c041a2a6cd91c2'],False,"['README.md', '__init__.py']"
ee496ea13e901ccedc7043ae52373a906a3b7741,Parse OpenPose json and convert to svg,['6d58e4a8640d25a71595163d3b058968f2992f81'],False,"['pose.py', 'util.py', 'test_pose.py', 'test_util.py']"
b3e1ba84d279526925f7086bbff258e66dc842b4,"Store multiple poses in same class
* avoid looping over shapes multiple times
* some more typing
* allow building pose from shapes in first update",['ee496ea13e901ccedc7043ae52373a906a3b7741'],False,"['pose.py', 'test_pose.py']"
b28487fdb91252c7c9b5bf7f6c00185d90b217b1,Return open pose json output in finished message,['b3e1ba84d279526925f7086bbff258e66dc842b4'],False,['client.py']
e5da4076ea11006a613c3a366890e161e21d1988,"Automatically update pose bones when joints move
* implemented by periodically pulling active vector layer and comparing to previous state",['b28487fdb91252c7c9b5bf7f6c00185d90b217b1'],False,"['document.py', 'pose.py', 'model.py', 'widget.py']"
b42db717e344fd38ee87decd07696258f7fad58c,"Added test for pose preprocessor -> svg process
Updated ref images (torch 2.1?)",['e5da4076ea11006a613c3a366890e161e21d1988'],False,"['test_create_control_image_scribble.png', 'test_create_control_image_segmentation.png', 'test_create_control_image_soft_edge.png', 'test_create_open_pose_vector.svg', 'test_workflow.py']"
0f5c8ca3456a9ed261ea4d349f6eb0ca739fe5bc,Always draw joints on top to make them selectable,['b42db717e344fd38ee87decd07696258f7fad58c'],False,['document.py']
5374aa6aa9eb591c28408609d9ab16ef143e70b0,Make duplicates of pose skeletons work,['0f5c8ca3456a9ed261ea4d349f6eb0ca739fe5bc'],False,"['pose.py', 'test_create_open_pose_vector.svg', 'test_pose.py']"
14513320d5bae39d0462cfd847e654b3c0c0bef8,Merge branch 'vector-pose',"['6d58e4a8640d25a71595163d3b058968f2992f81', '5374aa6aa9eb591c28408609d9ab16ef143e70b0']",True,[]
fa40d5552490061998f676f8caa43e6139992d07,Types types types,['14513320d5bae39d0462cfd847e654b3c0c0bef8'],False,"['__init__.py', 'client.py', 'comfyworkflow.py', 'document.py', 'eventloop.py', 'extension.py', 'image.py', 'network.py', 'resources.py', 'server.py', 'settings.py', 'style.py', 'connection.py', 'model.py', 'server.py', 'settings.py', 'theme.py', 'widget.py', 'util.py', 'workflow.py', 'krita.pyi', 'test_client.py', 'test_image.py', 'test_pose.py', 'test_server.py', 'test_settings.py', 'test_workflow.py']"
5f56ce7c145bdf5b19a52b977ba38999dfd21fd9,Scale pose if control preprocessor input was scaled,['fa40d5552490061998f676f8caa43e6139992d07'],False,"['pose.py', 'model.py']"
d7b3758dfd053b953d3e71decc8f070aaea4625c,Scale pose stroke width and joint radius with image size,['5f56ce7c145bdf5b19a52b977ba38999dfd21fd9'],False,"['pose.py', 'test_pose.py']"
6ad249ca235cc2133b4b9f863702d54f1fafe2c3,Make selection area padding configurable,['d7b3758dfd053b953d3e71decc8f070aaea4625c'],False,"['__init__.py', 'document.py', 'settings.py', 'model.py', 'settings.py']"
cd25fa39dcbb9b63ac2160ead8e7020e148275ae,"Match only filename when searching for control net
This allows to organize control net models in arbitrary subfolders #27",['6ad249ca235cc2133b4b9f863702d54f1fafe2c3'],False,['client.py']
5ab702743d3bbad897c301d953e462aec4471129,Added button to create a new pose character,['cd25fa39dcbb9b63ac2160ead8e7020e148275ae'],False,"['document.py', 'add-pose-dark.svg', 'add-pose-light.svg', 'pose.py', 'widget.py']"
7ec6ee92a675c57952424423f1b82497099cbc9b,"More robust checkpoint classification
* use server info to decide between sd1.5/sdxl if available
* filter out inpaint and refiner checkpoints
* display checkpoints without .safetensors extension",['5ab702743d3bbad897c301d953e462aec4471129'],False,"['client.py', 'resources.py', 'style.py', 'connection.py', 'settings.py', 'widget.py', 'workflow.py', 'test_client.py', 'test_workflow.py']"
7aca2b0549cfbd9fe96bdcf97fc346067029ed83,Exclude control images from img2img input,['7ec6ee92a675c57952424423f1b82497099cbc9b'],False,"['document.py', 'model.py']"
06ad37ad629259e6f9dd11b1255b5d9e1eadea37,"Improve inpaint to follow prompt better
* decrease ip-adapter weight if there is a user prompt
* use area prompt with original selection size to improve focus",['7aca2b0549cfbd9fe96bdcf97fc346067029ed83'],False,"['comfyworkflow.py', 'document.py', 'model.py', 'workflow.py', 'test_workflow.py']"
2b6c64cc5af7f071a275146cbae13f1b7ef7db3b,Don't use areas masked for outpaint as ip-adapter input,['06ad37ad629259e6f9dd11b1255b5d9e1eadea37'],False,"['document.py', 'workflow.py', 'outpaint_context.png', 'test_workflow.py']"
5d709aa67240b6e39f2a2d541df2958c8aeb009a,"Basic and tiled upscaling workflows
Blur/Tile control mode",['2b6c64cc5af7f071a275146cbae13f1b7ef7db3b'],False,"['control-blur-dark.svg', 'control-blur-light.svg', 'resources.py', 'style.py', 'model.py', 'workflow.py', 'test_workflow.py']"
de9e0bb19714311a7eb2c5ae68b50ce22ad1b5ca,UI for upscaling,['5d709aa67240b6e39f2a2d541df2958c8aeb009a'],False,"['comfyworkflow.py', 'document.py', 'workspace-generation-dark.svg', 'workspace-generation-light.svg', 'workspace-upscaling-dark.svg', 'workspace-upscaling-light.svg', 'model.py', 'widget.py', 'util.py', 'workflow.py']"
65532f7b19d595e0fcdd83024eea3701a0503126,Snap upscaling factor slider,['de9e0bb19714311a7eb2c5ae68b50ce22ad1b5ca'],False,['widget.py']
52c2cb57d3b4d2745cd8086e7eb2384aa6e291ea,Fixed upscaling to non-multiple-8 resolutions,['65532f7b19d595e0fcdd83024eea3701a0503126'],False,['workflow.py']
d450d4f335cfc3b1d2ba67f7341651eabdf04e61,Actions for switching between workspaces,['52c2cb57d3b4d2745cd8086e7eb2384aa6e291ea'],False,"['ai_diffusion.action', 'extension.py', '__init__.py', 'actions.py', 'widget.py']"
e2b68b835f847d22d789183fb8b2cd1f84e982c4,Special names for default and quality upscalers,['d450d4f335cfc3b1d2ba67f7341651eabdf04e61'],False,"['client.py', 'widget.py']"
796227a0c302f6355b9784393c43208e9bb4fb1a,"Added resources and downloads for upscaling:
* Ultimate SD upscale node is now required extension
* ControlNet tile is now required model
* HAT SR optional download ""quality upscaler""
* HAT GAN sharper optional download ""sharp upscaler""
* Updated requirements in readme",['e2b68b835f847d22d789183fb8b2cd1f84e982c4'],False,"['README.md', 'client.py', 'resources.py', 'server.py', 'server.py', 'widget.py']"
242c7f92a24cb531674a0e94b874cdef963af33f,Show settings button next to upscale style select,['796227a0c302f6355b9784393c43208e9bb4fb1a'],False,"['control-blur-light.svg', 'settings.py', 'widget.py']"
60b3beef868f9acacebd914be61878e3ba76f2f9,Fixed initial install & use of upscaler,['242c7f92a24cb531674a0e94b874cdef963af33f'],False,"['resources.py', 'model.py']"
1520085c71b9799be313d832cb27d8a31cd63357,Merge branch 'upscaling',"['2b6c64cc5af7f071a275146cbae13f1b7ef7db3b', '60b3beef868f9acacebd914be61878e3ba76f2f9']",True,[]
22560cfeca8e1b9b9ac0444707daad1160da4bc3,Allow {prompt} placeholder in style prompts #32,['1520085c71b9799be313d832cb27d8a31cd63357'],False,"['cinematic-photo.json', 'digital-artwork.json', 'workflow.py', 'test_workflow.py']"
c55f65cc19720aaceed6a6cbb981a1743d71aea1,"IP-adapter support for SDXL #32
Using ip-adapter_sdxl_vit-h with the SD1.5 clip vision model",['22560cfeca8e1b9b9ac0444707daad1160da4bc3'],False,"['client.py', 'style.py', 'widget.py', 'workflow.py', 'test_workflow.py']"
4c9069ae412fc1327a99938111ee633f79be21fd,"Make ComfyUI install more robust #33
* rename folder only after all dependencies are installed
* should retry installation after crash/abort",['c55f65cc19720aaceed6a6cbb981a1743d71aea1'],False,['server.py']
1a199c807e581cb1f1dc8af4d34a62c3d7077013,"Added option to specify negative prompt in gen UI #32
* Can be toggled in new ""Interface Settings"" (default off)
* Also allows customizing number of lines for the positive prompt text field",['4c9069ae412fc1327a99938111ee633f79be21fd'],False,"['settings.py', 'model.py', 'settings.py', 'widget.py', 'workflow.py', 'test_workflow.py']"
a12dc8cf82daccb23c2576ce8bf4124cf0ef8a8f,"Increase websocket ping timeout
for transferring large images over internet",['1a199c807e581cb1f1dc8af4d34a62c3d7077013'],False,['client.py']
c81184b728de8e5e6a09d64b40106f73bea45ebf,Update docker image with upscaling requirements,['a12dc8cf82daccb23c2576ce8bf4124cf0ef8a8f'],False,"['__init__.py', 'docker.py', 'Dockerfile']"
fb75911592db93def7a9c4b53cbfe04fad4f6e7f,"Fixed creating/deleting styles
- asserted if upscale widget had never been used",['c81184b728de8e5e6a09d64b40106f73bea45ebf'],False,['widget.py']
8dc99dd042b692de5c20e311d289c6fdf743a38e,"Update readme, add screenshot for pose & upscaling",['fb75911592db93def7a9c4b53cbfe04fad4f6e7f'],False,"['README.md', 'screenshot-5.png', 'screenshot-6.png']"
03d5dfd0725fe2e0aa32726c102e86cb20284165,Link to pose editor demo video,['8dc99dd042b692de5c20e311d289c6fdf743a38e'],False,['README.md']
a59b856fb75b508541cb32e445493ebe8512d680,"Remove preview when adding an upscale layer
Otherwise previews seemingly stop working because their layer remains below the upscale result",['03d5dfd0725fe2e0aa32726c102e86cb20284165'],False,['model.py']
fc4c4812b73f8898cc957e32d2e203ac1c160431,Added file server script to test installation local,['a59b856fb75b508541cb32e445493ebe8512d680'],False,"['__init__.py', 'client.py', 'network.py', 'docker.py', 'file_server.py']"
